fci_number,cs,en,list_id,cmku_url,cmku_popis_pdf
279,Černohorský planinský honič,Crnogorski Planinski Gonič,328,https://www.cmku.cz/cz/seznam-plemen-159/328,https://www.cmku.cz/data/plemena_popisy/328-cernohorsky-planinsky-honic.pdf
332,Československý vlčák,Československý vlčák,380,https://www.cmku.cz/cz/seznam-plemen-159/380,https://www.cmku.cz/data/plemena_popisy/380-ceskoslovensky-vlcak.pdf
245,Český fousek,Český fousek,297,https://www.cmku.cz/cz/seznam-plemen-159/297,https://www.cmku.cz/data/plemena_popisy/297-cesky-fousek.pdf
904,Český horský pes,Český horský pes,404,https://www.cmku.cz/cz/seznam-plemen-159/404,https://www.cmku.cz/data/plemena_popisy/404-cesky-horsky-pes.pdf
905,Český strakatý pes,Český strakatý pes,405,https://www.cmku.cz/cz/seznam-plemen-159/405,https://www.cmku.cz/data/plemena_popisy/405-cesky-strakaty-pes.pdf
246,Český teriér,Czech Terrier,298,https://www.cmku.cz/cz/seznam-plemen-159/298,https://www.cmku.cz/data/plemena_popisy/298-cesky-terier.pdf
288,Čínský chocholatý pes,Chinese Crested Dog,336,https://www.cmku.cz/cz/seznam-plemen-159/336,https://www.cmku.cz/data/plemena_popisy/336-cinsky-chocholaty-pes.pdf
218,Čivava,Chihuahua,265,https://www.cmku.cz/cz/seznam-plemen-159/265,https://www.cmku.cz/data/plemena_popisy/265-civava.pdf
218,Čivava dlouhosrstá,Chihuahua - Pelo Largo,267,https://www.cmku.cz/cz/seznam-plemen-159/267,https://www.cmku.cz/data/plemena_popisy/267-civava-dlouhosrsta.pdf
218,Čivava krátkosrstá,Chihuahua - Pelo Corto,266,https://www.cmku.cz/cz/seznam-plemen-159/266,https://www.cmku.cz/data/plemena_popisy/266-civava-kratkosrsta.pdf
153,Dalmatin,Dalmatinski pas,176,https://www.cmku.cz/cz/seznam-plemen-159/176,https://www.cmku.cz/data/plemena_popisy/176-dalmatin.pdf
168,Dandie Dinmont terier,Dandie Dinmont Terrier,191,https://www.cmku.cz/cz/seznam-plemen-159/191,https://www.cmku.cz/data/plemena_popisy/191-dandie-dinmont-terier.pdf
315,Dánská doga,Broholmer,363,https://www.cmku.cz/cz/seznam-plemen-159/363,https://www.cmku.cz/data/plemena_popisy/363-danska-doga.pdf
356,Dánsko-švédský farmářský pes,Danish-Swedish Farmdog,425,https://www.cmku.cz/cz/seznam-plemen-159/425,https://www.cmku.cz/data/plemena_popisy/425-dansko-svedsky-farmarsky-pes.pdf
281,Dánský ohař krátkosrstý,Gammel Dansk Honsehund,329,https://www.cmku.cz/cz/seznam-plemen-159/329,https://www.cmku.cz/data/plemena_popisy/329-dansky-ohar-kratkosrsty.pdf
164,Deerhound,Deerhound,187,https://www.cmku.cz/cz/seznam-plemen-159/187,https://www.cmku.cz/data/plemena_popisy/187-deerhound.pdf
937,Deltari Ilir,Deltari Ilir,445,https://www.cmku.cz/cz/seznam-plemen-159/445,https://www.cmku.cz/data/plemena_popisy/445-deltari-ilir.pdf
114,Dlouhosrstý ohař z Pont-Audemer,Epagneul de Pont-Audemer,131,https://www.cmku.cz/cz/seznam-plemen-159/131,https://www.cmku.cz/data/plemena_popisy/131-dlouhosrsty-ohar-z-pont-audemer.pdf
924,Dlouhosrstý vipet,Silken Windsprite - LHW,420,https://www.cmku.cz/cz/seznam-plemen-159/420,https://www.cmku.cz/data/plemena_popisy/420-dlouhosrsty-vipet.pdf
143,Dobrman,Dobermann,160,https://www.cmku.cz/cz/seznam-plemen-159/160,https://www.cmku.cz/data/plemena_popisy/160-dobrman.pdf
224,Drentsche Patrisijshond,Drentsche Patrisijshond,276,https://www.cmku.cz/cz/seznam-plemen-159/276,https://www.cmku.cz/data/plemena_popisy/276-drentsche-patrisijshond.pdf
130,Drever,Drever,147,https://www.cmku.cz/cz/seznam-plemen-159/147,https://www.cmku.cz/data/plemena_popisy/147-drever.pdf
203,Dunker,Dunker,252,https://www.cmku.cz/cz/seznam-plemen-159/252,https://www.cmku.cz/data/plemena_popisy/252-dunker.pdf
47,Entlebuchský salašnický pes,Entlebucher Sennenhund,435,https://www.cmku.cz/cz/seznam-plemen-159/435,https://www.cmku.cz/data/plemena_popisy/435-entlebuchsky-salasnicky-pes.pdf
173,Estrelský pastevecký pes,Cao da Serra da Estrela,216,https://www.cmku.cz/cz/seznam-plemen-159/216,https://www.cmku.cz/data/plemena_popisy/216-estrelsky-pastevecky-pes.pdf
291,Eurasier,Eurasier,339,https://www.cmku.cz/cz/seznam-plemen-159/339,https://www.cmku.cz/data/plemena_popisy/339-eurasier.pdf
248,Faraónský pes,Pharaoh Hound,300,https://www.cmku.cz/cz/seznam-plemen-159/300,https://www.cmku.cz/data/plemena_popisy/300-faraonsky-pes.pdf
123,Field španěl,Field Spaniel,140,https://www.cmku.cz/cz/seznam-plemen-159/140,https://www.cmku.cz/data/plemena_popisy/140-field-spanel.pdf
51,Finský honič,Suomenajaokoira,52,https://www.cmku.cz/cz/seznam-plemen-159/52,https://www.cmku.cz/data/plemena_popisy/52-finsky-honic.pdf
49,Finský špic,Suomenpystkorva,50,https://www.cmku.cz/cz/seznam-plemen-159/50,https://www.cmku.cz/data/plemena_popisy/50-finsky-spic.pdf
191,Flanderský bouvier,Bouvier des Flandres,240,https://www.cmku.cz/cz/seznam-plemen-159/240,https://www.cmku.cz/data/plemena_popisy/240-flandersky-bouvier.pdf
121,Flat Coated Retriever,Flat Coated Retriever,138,https://www.cmku.cz/cz/seznam-plemen-159/138,https://www.cmku.cz/data/plemena_popisy/138-flat-coated-retriever.pdf
159,Foxhound,English Foxhound,182,https://www.cmku.cz/cz/seznam-plemen-159/182,https://www.cmku.cz/data/plemena_popisy/182-foxhound.pdf
169,Foxterier drsnosrstý,Fox Terrier Wire,192,https://www.cmku.cz/cz/seznam-plemen-159/192,https://www.cmku.cz/data/plemena_popisy/192-foxterier-drsnosrsty.pdf
12,Foxterier hladkosrstý,Fox Terrier Smooth,14,https://www.cmku.cz/cz/seznam-plemen-159/14,https://www.cmku.cz/data/plemena_popisy/14-foxterier-hladkosrsty.pdf
220,Francouzský bílo-černý honič,Francais Blanc et Noir,269,https://www.cmku.cz/cz/seznam-plemen-159/269,https://www.cmku.cz/data/plemena_popisy/269-francouzsky-bilo-cerny-honic.pdf
316,Francouzský bílo-oranžový honič,Francais Blanc et Orange,364,https://www.cmku.cz/cz/seznam-plemen-159/364,https://www.cmku.cz/data/plemena_popisy/364-francouzsky-bilo-oranzovy-honic.pdf
101,Francouzský buldoček,Bouledogue Francais,119,https://www.cmku.cz/cz/seznam-plemen-159/119,https://www.cmku.cz/data/plemena_popisy/119-francouzsky-buldocek.pdf
175,Francouzský ohař dlouhosrstý,Epagneul Francais,217,https://www.cmku.cz/cz/seznam-plemen-159/217,https://www.cmku.cz/data/plemena_popisy/217-francouzsky-ohar-dlouhosrsty.pdf
133,Francouzský ohař krátkosrstý gaskoň.typu,Braque Francais Type Gascogne,150,https://www.cmku.cz/cz/seznam-plemen-159/150,https://www.cmku.cz/data/plemena_popisy/150-francouzsky-ohar-kratkosrsty-gaskon-typu.pdf
134,Francouzský ohař krátkosrstý pyren.typu,Braque Francais Type Pyrénées,151,https://www.cmku.cz/cz/seznam-plemen-159/151,https://www.cmku.cz/data/plemena_popisy/151-francouzsky-ohar-kratkosrsty-pyren-typu.pdf
219,Francouzský trikolorní honič,Francais Tricolore,268,https://www.cmku.cz/cz/seznam-plemen-159/268,https://www.cmku.cz/data/plemena_popisy/268-francouzsky-trikolorni-honic.pdf
222,Frízský ohař (Stabijhoun),Friesischer Vorstehhund (Stabijhoun),271,https://www.cmku.cz/cz/seznam-plemen-159/271,https://www.cmku.cz/data/plemena_popisy/271-frizsky-ohar-stabijhoun.pdf
21,Gaskoňsko-saintgeoiský honič,Gascon Saintgeois,26,https://www.cmku.cz/cz/seznam-plemen-159/26,https://www.cmku.cz/data/plemena_popisy/26-gaskonsko-saintgeoisky-honic.pdf
6,Gordonsetr,Gordon Setter,6,https://www.cmku.cz/cz/seznam-plemen-159/6,https://www.cmku.cz/data/plemena_popisy/6-gordonsetr.pdf
274,Grónský pes,Grönlandshund,324,https://www.cmku.cz/cz/seznam-plemen-159/324,https://www.cmku.cz/data/plemena_popisy/324-gronsky-pes.pdf
267,Haldenův honič,Haldenstöver,317,https://www.cmku.cz/cz/seznam-plemen-159/317,https://www.cmku.cz/data/plemena_popisy/317-haldenuv-honic.pdf
132,Hamiltonův honič,Hamiltonstövare,149,https://www.cmku.cz/cz/seznam-plemen-159/149,https://www.cmku.cz/data/plemena_popisy/149-hamiltonuv-honic.pdf
213,Hannoverský barvář,Hannoverscher Schweisshund,260,https://www.cmku.cz/cz/seznam-plemen-159/260,https://www.cmku.cz/data/plemena_popisy/260-hannoversky-barvar.pdf
295,Harrier,Harrier,343,https://www.cmku.cz/cz/seznam-plemen-159/343,https://www.cmku.cz/data/plemena_popisy/343-harrier.pdf
250,Havanský psík,Bichon Havanais,302,https://www.cmku.cz/cz/seznam-plemen-159/302,https://www.cmku.cz/data/plemena_popisy/302-havansky-psik.pdf
261,Hokkaido,Hokkaido,311,https://www.cmku.cz/cz/seznam-plemen-159/311,https://www.cmku.cz/data/plemena_popisy/311-hokkaido.pdf
313,Holandský ovčácký pudl,Schapendoes,361,https://www.cmku.cz/cz/seznam-plemen-159/361,https://www.cmku.cz/data/plemena_popisy/361-holandsky-ovcacky-pudl.pdf
223,Holandský ovčák,Hollandse Herdershond,272,https://www.cmku.cz/cz/seznam-plemen-159/272,https://www.cmku.cz/data/plemena_popisy/272-holandsky-ovcak.pdf
308,Holandský pinč,Hollandse Smoushond,356,https://www.cmku.cz/cz/seznam-plemen-159/356,https://www.cmku.cz/data/plemena_popisy/356-holandsky-pinc.pdf
190,Hovawart,Hovawart,239,https://www.cmku.cz/cz/seznam-plemen-159/239,https://www.cmku.cz/data/plemena_popisy/239-hovawart.pdf
32,Hrubosrstý modrý gaskoňský honič,Griffon Bleu de Gascogne,33,https://www.cmku.cz/cz/seznam-plemen-159/33,https://www.cmku.cz/data/plemena_popisy/33-hrubosrsty-modry-gaskonsky-honic.pdf
266,Hygenův honič,Hygenhund,316,https://www.cmku.cz/cz/seznam-plemen-159/316,https://www.cmku.cz/data/plemena_popisy/316-hygenuv-honic.pdf
89,Ibizský podenco,Podenco Ibicenco,100,https://www.cmku.cz/cz/seznam-plemen-159/100,https://www.cmku.cz/data/plemena_popisy/100-ibizsky-podenco.pdf
302,Irish Glen of Imaal terier,Irish Glen of Imaal Terrier,350,https://www.cmku.cz/cz/seznam-plemen-159/350,https://www.cmku.cz/data/plemena_popisy/350-irish-glen-of-imaal-terier.pdf
40,Irish Soft Coated Wheaten Terrier,Irish Soft Coated Wheaten Terrier,41,https://www.cmku.cz/cz/seznam-plemen-159/41,https://www.cmku.cz/data/plemena_popisy/41-irish-soft-coated-wheaten-terrier.pdf
330,Irský červenobílý setr,Irish Red & White Setter,378,https://www.cmku.cz/cz/seznam-plemen-159/378,https://www.cmku.cz/data/plemena_popisy/378-irsky-cervenobily-setr.pdf
120,Irský setr,Irish Red Setter,137,https://www.cmku.cz/cz/seznam-plemen-159/137,https://www.cmku.cz/data/plemena_popisy/137-irsky-setr.pdf
139,Irský terier,Irish Terrier,156,https://www.cmku.cz/cz/seznam-plemen-159/156,https://www.cmku.cz/data/plemena_popisy/156-irsky-terier.pdf
160,Irský vlkodav,Irish Wolfhound,183,https://www.cmku.cz/cz/seznam-plemen-159/183,https://www.cmku.cz/data/plemena_popisy/183-irsky-vlkodav.pdf
124,Irský vodní španěl,Irish Water Spaniel,141,https://www.cmku.cz/cz/seznam-plemen-159/141,https://www.cmku.cz/data/plemena_popisy/141-irsky-vodni-spanel.pdf
289,Islandský ovčácký pes,Íslenskur Fjárhundur,337,https://www.cmku.cz/cz/seznam-plemen-159/337,https://www.cmku.cz/data/plemena_popisy/337-islandsky-ovcacky-pes.pdf
152,Istrijský hrubosrstý honič,Istarski Ostrodlaki Gonič,175,https://www.cmku.cz/cz/seznam-plemen-159/175,https://www.cmku.cz/data/plemena_popisy/175-istrijsky-hrubosrsty-honic.pdf
151,Istrijský krátkosrstý honič,Istarski Kratkodlaki Gonič,174,https://www.cmku.cz/cz/seznam-plemen-159/174,https://www.cmku.cz/data/plemena_popisy/174-istrijsky-kratkosrsty-honic.pdf
200,Italský chrtík,Piccolo Levriero Italiano,249,https://www.cmku.cz/cz/seznam-plemen-159/249,https://www.cmku.cz/data/plemena_popisy/249-italsky-chrtik.pdf
343,Italský corso pes,Cane Corso Italiano,391,https://www.cmku.cz/cz/seznam-plemen-159/391,https://www.cmku.cz/data/plemena_popisy/391-italsky-corso-pes.pdf
198,Italský drsnosrstý honič,Segugio Italiano a Pelo Forte,247,https://www.cmku.cz/cz/seznam-plemen-159/247,https://www.cmku.cz/data/plemena_popisy/247-italsky-drsnosrsty-honic.pdf
337,Italský krátkosrstý honič,Segugio Italiano a Pelo Raso,385,https://www.cmku.cz/cz/seznam-plemen-159/385,https://www.cmku.cz/data/plemena_popisy/385-italsky-kratkosrsty-honic.pdf
202,Italský ohař,Bracco Italiano,251,https://www.cmku.cz/cz/seznam-plemen-159/251,https://www.cmku.cz/data/plemena_popisy/251-italsky-ohar.pdf
165,Italský spinone,Spinone Italiano,188,https://www.cmku.cz/cz/seznam-plemen-159/188,https://www.cmku.cz/data/plemena_popisy/188-italsky-spinone.pdf
195,Italský volpino,Volpino Italiano,244,https://www.cmku.cz/cz/seznam-plemen-159/244,https://www.cmku.cz/data/plemena_popisy/244-italsky-volpino.pdf
345,Jack Russell Teriér,Jack Russell Terrier,393,https://www.cmku.cz/cz/seznam-plemen-159/393,https://www.cmku.cz/data/plemena_popisy/393-jack-russell-terier.pdf
42,Jaemthund,Jämthund,43,https://www.cmku.cz/cz/seznam-plemen-159/43,https://www.cmku.cz/data/plemena_popisy/43-jaemthund.pdf
365,Jakutská lajka,Yakutskaia laika,441,https://www.cmku.cz/cz/seznam-plemen-159/441,https://www.cmku.cz/data/plemena_popisy/441-jakutska-lajka.pdf
206,Japan-chin,Chin,255,https://www.cmku.cz/cz/seznam-plemen-159/255,https://www.cmku.cz/data/plemena_popisy/255-japan-chin.pdf
262,Japonský špic,Nihon Supittsu,312,https://www.cmku.cz/cz/seznam-plemen-159/312,https://www.cmku.cz/data/plemena_popisy/312-japonsky-spic.pdf
259,Japonský terier,Nihon Teria,309,https://www.cmku.cz/cz/seznam-plemen-159/309,https://www.cmku.cz/data/plemena_popisy/309-japonsky-terier.pdf
148,Jezevčík,Dachshund,165,https://www.cmku.cz/cz/seznam-plemen-159/165,https://www.cmku.cz/data/plemena_popisy/165-jezevcik.pdf
326,Jihoruský ovčák,Ioujnorousskaia Ovtcharka,374,https://www.cmku.cz/cz/seznam-plemen-159/374,https://www.cmku.cz/data/plemena_popisy/374-jihorusky-ovcak.pdf
317,Kai,Kai,365,https://www.cmku.cz/cz/seznam-plemen-159/365,https://www.cmku.cz/data/plemena_popisy/365-kai.pdf
273,Kanaánský pes,Canaan dog,323,https://www.cmku.cz/cz/seznam-plemen-159/323,https://www.cmku.cz/data/plemena_popisy/323-kanaansky-pes.pdf
211,Kanadský eskymácký pes,Canadian Eskimo Dog,444,https://www.cmku.cz/cz/seznam-plemen-159/444,https://www.cmku.cz/data/plemena_popisy/444-kanadsky-eskymacky-pes.pdf
329,Kanárský podenco,Podenco Canario,377,https://www.cmku.cz/cz/seznam-plemen-159/377,https://www.cmku.cz/data/plemena_popisy/377-kanarsky-podenco.pdf
331,Kangalský pastevecký pes,Kangal Coban Köpegi,379,https://www.cmku.cz/cz/seznam-plemen-159/379,https://www.cmku.cz/data/plemena_popisy/379-kangalsky-pastevecky-pes.pdf
48,Karelský medvědí pes,Karjalankarhukoira,49,https://www.cmku.cz/cz/seznam-plemen-159/49,https://www.cmku.cz/data/plemena_popisy/49-karelsky-medvedi-pes.pdf
87,Katalánský ovčák,Gos d Atura Catala,98,https://www.cmku.cz/cz/seznam-plemen-159/98,https://www.cmku.cz/data/plemena_popisy/98-katalansky-ovcak.pdf
136,Kavalír King Charles španěl,Cavalier King Charles Spaniel,153,https://www.cmku.cz/cz/seznam-plemen-159/153,https://www.cmku.cz/data/plemena_popisy/153-kavalir-king-charles-spanel.pdf
328,Kavkazský pastevecký pes,Kavkazskaia Ovtcharka,376,https://www.cmku.cz/cz/seznam-plemen-159/376,https://www.cmku.cz/data/plemena_popisy/376-kavkazsky-pastevecky-pes.pdf
3,Kerry blue terier,Kerry Blue Terrier,3,https://www.cmku.cz/cz/seznam-plemen-159/3,https://www.cmku.cz/data/plemena_popisy/3-kerry-blue-terier.pdf
128,King Charles španěl,King Charles Spaniel,145,https://www.cmku.cz/cz/seznam-plemen-159/145,https://www.cmku.cz/data/plemena_popisy/145-king-charles-spanel.pdf
362,Kintamani-Bali Dog,Anjing Kintamani-Bali,455,https://www.cmku.cz/cz/seznam-plemen-159/455,https://www.cmku.cz/data/plemena_popisy/455-kintamani-bali-dog.pdf
318,Kishu,Kishu,366,https://www.cmku.cz/cz/seznam-plemen-159/366,https://www.cmku.cz/data/plemena_popisy/366-kishu.pdf
183,Knírač malý,Zwergschnauzer,228,https://www.cmku.cz/cz/seznam-plemen-159/228,https://www.cmku.cz/data/plemena_popisy/228-knirac-maly.pdf
182,Knírač střední,Schnauzer,225,https://www.cmku.cz/cz/seznam-plemen-159/225,https://www.cmku.cz/data/plemena_popisy/225-knirac-stredni.pdf
181,Knírač velký,Riesenschnauzer,222,https://www.cmku.cz/cz/seznam-plemen-159/222,https://www.cmku.cz/data/plemena_popisy/222-knirac-velky.pdf
156,Kolie dlouhosrstá,Collie Rough,179,https://www.cmku.cz/cz/seznam-plemen-159/179,https://www.cmku.cz/data/plemena_popisy/179-kolie-dlouhosrsta.pdf
296,Kolie krátkosrstá,Collie Smooth,344,https://www.cmku.cz/cz/seznam-plemen-159/344,https://www.cmku.cz/data/plemena_popisy/344-kolie-kratkosrsta.pdf
53,Komondor,Komondor,54,https://www.cmku.cz/cz/seznam-plemen-159/54,https://www.cmku.cz/data/plemena_popisy/54-komondor.pdf
369,Kontinentální buldok,Continental Bulldog,430,https://www.cmku.cz/cz/seznam-plemen-159/430,https://www.cmku.cz/data/plemena_popisy/430-kontinentalni-buldok.pdf
314,Kooikerhondje,Kooikerhondje,362,https://www.cmku.cz/cz/seznam-plemen-159/362,https://www.cmku.cz/data/plemena_popisy/362-kooikerhondje.pdf
334,Korejský Jindo Dog,Korea Jindo Dog,382,https://www.cmku.cz/cz/seznam-plemen-159/382,https://www.cmku.cz/data/plemena_popisy/382-korejsky-jindo-dog.pdf
107,Korthalsův Griffon,Griffon d´ arret á poil dur Korthals,125,https://www.cmku.cz/cz/seznam-plemen-159/125,https://www.cmku.cz/data/plemena_popisy/125-korthalsuv-griffon.pdf
278,Krašský ovčák,Kraski ovčar,327,https://www.cmku.cz/cz/seznam-plemen-159/327,https://www.cmku.cz/data/plemena_popisy/327-krassky-ovcak.pdf
192,Kromforländer,Kromforländer,241,https://www.cmku.cz/cz/seznam-plemen-159/241,https://www.cmku.cz/data/plemena_popisy/241-kromforlander.pdf
54,Kuvasz,Kuvasz,55,https://www.cmku.cz/cz/seznam-plemen-159/55,https://www.cmku.cz/data/plemena_popisy/55-kuvasz.pdf
122,Labradorský retriever,Labrador Retriever,139,https://www.cmku.cz/cz/seznam-plemen-159/139,https://www.cmku.cz/data/plemena_popisy/139-labradorsky-retriever.pdf
298,Lagotto romagnolo,Lagotto romagnolo,346,https://www.cmku.cz/cz/seznam-plemen-159/346,https://www.cmku.cz/data/plemena_popisy/346-lagotto-romagnolo.pdf
70,Lakeland terier,Lakeland Terrier,80,https://www.cmku.cz/cz/seznam-plemen-159/80,https://www.cmku.cz/data/plemena_popisy/80-lakeland-terier.pdf
360,Lancashirský patař,Lancashire heeler,443,https://www.cmku.cz/cz/seznam-plemen-159/443,https://www.cmku.cz/data/plemena_popisy/443-lancashirsky-patar.pdf
226,Landseer,Landseer,278,https://www.cmku.cz/cz/seznam-plemen-159/278,https://www.cmku.cz/data/plemena_popisy/278-landseer.pdf
189,Lapinkoira,Suomenlapinkoira,238,https://www.cmku.cz/cz/seznam-plemen-159/238,https://www.cmku.cz/data/plemena_popisy/238-lapinkoira.pdf
284,Lapinporokoira,Lapinporokoira (Lapponian Herder),332,https://www.cmku.cz/cz/seznam-plemen-159/332,https://www.cmku.cz/data/plemena_popisy/332-lapinporokoira.pdf
145,Leonberger,Leonberger,162,https://www.cmku.cz/cz/seznam-plemen-159/162,https://www.cmku.cz/data/plemena_popisy/162-leonberger.pdf
227,Lhasa Apso,Lhasa Apso,279,https://www.cmku.cz/cz/seznam-plemen-159/279,https://www.cmku.cz/data/plemena_popisy/279-lhasa-apso.pdf
919,Louisianský leopardí pes,Louisiana Catahoula,417,https://www.cmku.cz/cz/seznam-plemen-159/417,https://www.cmku.cz/data/plemena_popisy/417-louisiansky-leopardi-pes.pdf
233,Lvíček,Petit Chien Lion,285,https://www.cmku.cz/cz/seznam-plemen-159/285,https://www.cmku.cz/data/plemena_popisy/285-lvicek.pdf
240,Maďarský chrt,Magyar Agar,292,https://www.cmku.cz/cz/seznam-plemen-159/292,https://www.cmku.cz/data/plemena_popisy/292-madarsky-chrt.pdf
239,Maďarský ohař drátosrstý,Drotzörü Magyar Vizsla,291,https://www.cmku.cz/cz/seznam-plemen-159/291,https://www.cmku.cz/data/plemena_popisy/291-madarsky-ohar-dratosrsty.pdf
57,Maďarský ohař krátkosrstý,Rövidszörü Magyar Viszla,58,https://www.cmku.cz/cz/seznam-plemen-159/58,https://www.cmku.cz/data/plemena_popisy/58-madarsky-ohar-kratkosrsty.pdf
941,Mali Medimurski pas - Medi,Mali Medimurski pas - Medi,450,https://www.cmku.cz/cz/seznam-plemen-159/450,https://www.cmku.cz/data/plemena_popisy/450-mali-medimurski-pas-medi.pdf
321,Malorský ovčák,P.de Past.Mallorquín (P.d.C.de Bestiar),369,https://www.cmku.cz/cz/seznam-plemen-159/369,https://www.cmku.cz/data/plemena_popisy/369-malorsky-ovcak.pdf
65,Maltézský psík,Maltese,76,https://www.cmku.cz/cz/seznam-plemen-159/76,https://www.cmku.cz/data/plemena_popisy/76-maltezsky-psik.pdf
67,Malý hrubosrstý vendéeský basset,Petit Basset Griffon Vendéen,78,https://www.cmku.cz/cz/seznam-plemen-159/78,https://www.cmku.cz/data/plemena_popisy/78-maly-hrubosrsty-vendeesky-basset.pdf
77,Malý kontinentální španěl,Epagneul Nain Continental,87,https://www.cmku.cz/cz/seznam-plemen-159/87,https://www.cmku.cz/data/plemena_popisy/87-maly-kontinentalni-spanel.pdf
31,Malý modrý gaskoňský honič,Petit Bleu de Gascogne,32,https://www.cmku.cz/cz/seznam-plemen-159/32,https://www.cmku.cz/data/plemena_popisy/32-maly-modry-gaskonsky-honic.pdf
102,Malý münsterlandský ohař,Kleiner Münsterländer Vorstehhund,120,https://www.cmku.cz/cz/seznam-plemen-159/120,https://www.cmku.cz/data/plemena_popisy/120-maly-munsterlandsky-ohar.pdf
71,Manchester terier,Manchester Terrier,81,https://www.cmku.cz/cz/seznam-plemen-159/81,https://www.cmku.cz/data/plemena_popisy/81-manchester-terier.pdf
201,Maremmansko-abruzský pastevecký pes,Cane da Pastore Maremmano-Abruzzese,250,https://www.cmku.cz/cz/seznam-plemen-159/250,https://www.cmku.cz/data/plemena_popisy/250-maremmansko-abruzsky-pastevecky-pes.pdf
938,Markiesje,Markiesje,447,https://www.cmku.cz/cz/seznam-plemen-159/447,https://www.cmku.cz/data/plemena_popisy/447-markiesje.pdf
234,Mexický naháč,Xoloitzcuintle,286,https://www.cmku.cz/cz/seznam-plemen-159/286,https://www.cmku.cz/data/plemena_popisy/286-mexicky-nahac.pdf
367,Miniaturní americký ovčák,Miniature American Shepherd,437,https://www.cmku.cz/cz/seznam-plemen-159/437,https://www.cmku.cz/data/plemena_popisy/437-miniaturni-americky-ovcak.pdf
359,Miniaturní bulteriér,Miniature Bull Terrier,13,https://www.cmku.cz/cz/seznam-plemen-159/13,https://www.cmku.cz/data/plemena_popisy/13-miniaturni-bulterier.pdf
35,Modrý gaskoňský basset,Basset Bleu de Gascogne,36,https://www.cmku.cz/cz/seznam-plemen-159/36,https://www.cmku.cz/data/plemena_popisy/36-modry-gaskonsky-basset.pdf
106,Modrý pikardský ohař dlouhosrstý,Epagneul Bleu de Picardie,124,https://www.cmku.cz/cz/seznam-plemen-159/124,https://www.cmku.cz/data/plemena_popisy/124-modry-pikardsky-ohar-dlouhosrsty.pdf
253,Mops,Pug,305,https://www.cmku.cz/cz/seznam-plemen-159/305,https://www.cmku.cz/data/plemena_popisy/305-mops.pdf
918,Moskevský strážní pes,Moskovskaja Storoževaja Sobaka,416,https://www.cmku.cz/cz/seznam-plemen-159/416,https://www.cmku.cz/data/plemena_popisy/416-moskevsky-strazni-pes.pdf
238,Mudi,Mudi,290,https://www.cmku.cz/cz/seznam-plemen-159/290,https://www.cmku.cz/data/plemena_popisy/290-mudi.pdf
197,Neapolský mastin,Mastino Napoletano,246,https://www.cmku.cz/cz/seznam-plemen-159/246,https://www.cmku.cz/data/plemena_popisy/246-neapolsky-mastin.pdf
235,Německá doga,Deutsche Dogge,287,https://www.cmku.cz/cz/seznam-plemen-159/287,https://www.cmku.cz/data/plemena_popisy/287-nemecka-doga.pdf
144,Německý boxer,Deutscher Boxer,161,https://www.cmku.cz/cz/seznam-plemen-159/161,https://www.cmku.cz/data/plemena_popisy/161-nemecky-boxer.pdf
299,Německý brakýř,Deutsche Bracke,347,https://www.cmku.cz/cz/seznam-plemen-159/347,https://www.cmku.cz/data/plemena_popisy/347-nemecky-brakyr.pdf
104,Německý křepelák,Deutscher Wachtelhund,122,https://www.cmku.cz/cz/seznam-plemen-159/122,https://www.cmku.cz/data/plemena_popisy/122-nemecky-krepelak.pdf
103,Německý lovecký terier,Deutscher Jagdterrier,121,https://www.cmku.cz/cz/seznam-plemen-159/121,https://www.cmku.cz/data/plemena_popisy/121-nemecky-lovecky-terier.pdf
117,Německý ohař dlouhosrstý,Deutscher Langhaariger Vorstehhund,134,https://www.cmku.cz/cz/seznam-plemen-159/134,https://www.cmku.cz/data/plemena_popisy/134-nemecky-ohar-dlouhosrsty.pdf
98,Německý ohař drátosrstý,Deutscher Drahthaariger Vorstehhund,114,https://www.cmku.cz/cz/seznam-plemen-159/114,https://www.cmku.cz/data/plemena_popisy/114-nemecky-ohar-dratosrsty.pdf
119,Německý ohař krátkosrstý,Deutscher Kurzhaariger Vorstehhund,136,https://www.cmku.cz/cz/seznam-plemen-159/136,https://www.cmku.cz/data/plemena_popisy/136-nemecky-ohar-kratkosrsty.pdf
232,Německý ohař ostnosrstý,Deutscher Stichelhaariger Vorstehhund,284,https://www.cmku.cz/cz/seznam-plemen-159/284,https://www.cmku.cz/data/plemena_popisy/284-nemecky-ohar-ostnosrsty.pdf
166,Německý ovčák,Deutscher Schäferhund,189,https://www.cmku.cz/cz/seznam-plemen-159/189,https://www.cmku.cz/data/plemena_popisy/189-nemecky-ovcak.pdf
184,Německý pinč,Pinscher,233,https://www.cmku.cz/cz/seznam-plemen-159/233,https://www.cmku.cz/data/plemena_popisy/233-nemecky-pinc.pdf
97,Německý špic,Deutscher Spitz,108,https://www.cmku.cz/cz/seznam-plemen-159/108,https://www.cmku.cz/data/plemena_popisy/108-nemecky-spic.pdf
97,Německý špic malý,Deutscher Spitz - Kleinspitz,109,https://www.cmku.cz/cz/seznam-plemen-159/109,https://www.cmku.cz/data/plemena_popisy/109-nemecky-spic-maly.pdf
