fci_number,cs,en,list_id,cmku_url,cmku_popis_pdf
97,Německý špic střední,Deutscher Spitz - Mittelspitz,110,https://www.cmku.cz/cz/seznam-plemen-159/110,https://www.cmku.cz/data/plemena_popisy/110-nemecky-spic-stredni.pdf
97,Německý špic trpasličí,Deutscher Spitz - Zwergspitz,111,https://www.cmku.cz/cz/seznam-plemen-159/111,https://www.cmku.cz/data/plemena_popisy/111-nemecky-spic-trpaslici.pdf
97,Německý špic velký,Deutscher Spitz - Grosspitz,112,https://www.cmku.cz/cz/seznam-plemen-159/112,https://www.cmku.cz/data/plemena_popisy/112-nemecky-spic-velky.pdf
97,Německý špic vlčí,Deutscher Spitz - Wolfspitz,113,https://www.cmku.cz/cz/seznam-plemen-159/113,https://www.cmku.cz/data/plemena_popisy/113-nemecky-spic-vlci.pdf
17,Nivernaisský hrubosrstý honič,Griffon Nivernais,23,https://www.cmku.cz/cz/seznam-plemen-159/23,https://www.cmku.cz/data/plemena_popisy/23-nivernaissky-hrubosrsty-honic.pdf
276,Norbotenský špic,Norrbottenspets,325,https://www.cmku.cz/cz/seznam-plemen-159/325,https://www.cmku.cz/data/plemena_popisy/325-norbotensky-spic.pdf
272,Norfolk terier,Norfolk Terrier,322,https://www.cmku.cz/cz/seznam-plemen-159/322,https://www.cmku.cz/data/plemena_popisy/322-norfolk-terier.pdf
237,Norský buhund,Norsk Buhund,289,https://www.cmku.cz/cz/seznam-plemen-159/289,https://www.cmku.cz/data/plemena_popisy/289-norsky-buhund.pdf
268,Norský losí pes černý,Norsk Elghund Sort,318,https://www.cmku.cz/cz/seznam-plemen-159/318,https://www.cmku.cz/data/plemena_popisy/318-norsky-losi-pes-cerny.pdf
242,Norský losí pes šedý,Elghund Grä,294,https://www.cmku.cz/cz/seznam-plemen-159/294,https://www.cmku.cz/data/plemena_popisy/294-norsky-losi-pes-sedy.pdf
265,Norský lundehund,Norsk Lundehund,315,https://www.cmku.cz/cz/seznam-plemen-159/315,https://www.cmku.cz/data/plemena_popisy/315-norsky-lundehund.pdf
72,Norwich terier,Norwich Terrier,82,https://www.cmku.cz/cz/seznam-plemen-159/82,https://www.cmku.cz/data/plemena_popisy/82-norwich-terier.pdf
312,Nova Scotia Duck Tolling Retriever,Nova Scotia Duck Tolling Retriever,360,https://www.cmku.cz/cz/seznam-plemen-159/360,https://www.cmku.cz/data/plemena_popisy/360-nova-scotia-duck-tolling-retriever.pdf
50,Novofundlandský pes,Newfoundland,51,https://www.cmku.cz/cz/seznam-plemen-159/51,https://www.cmku.cz/data/plemena_popisy/51-novofundlandsky-pes.pdf
929,Odis,Odis,433,https://www.cmku.cz/cz/seznam-plemen-159/433,https://www.cmku.cz/data/plemena_popisy/433-odis.pdf
186,Opičí pinč,Affenpinscher,235,https://www.cmku.cz/cz/seznam-plemen-159/235,https://www.cmku.cz/data/plemena_popisy/235-opici-pinc.pdf
294,Otterhound (Vydrař),Otterhound,342,https://www.cmku.cz/cz/seznam-plemen-159/342,https://www.cmku.cz/data/plemena_popisy/342-otterhound-vydrar.pdf
77,Papillon,Papillon - Epagneul Nain Continental,88,https://www.cmku.cz/cz/seznam-plemen-159/88,https://www.cmku.cz/data/plemena_popisy/88-papillon.pdf
339,Parson Russell Teriér,Parson Russell Terrier,387,https://www.cmku.cz/cz/seznam-plemen-159/387,https://www.cmku.cz/data/plemena_popisy/387-parson-russell-terier.pdf
916,Patterdale terier,Patterdale Terrier,413,https://www.cmku.cz/cz/seznam-plemen-159/413,https://www.cmku.cz/data/plemena_popisy/413-patterdale-terier.pdf
207,Pekingský palácový psík,Pekingese,256,https://www.cmku.cz/cz/seznam-plemen-159/256,https://www.cmku.cz/data/plemena_popisy/256-pekingsky-palacovy-psik.pdf
249,Perro de Presa Mallorquin,Perro de Presa Mallorquin,301,https://www.cmku.cz/cz/seznam-plemen-159/301,https://www.cmku.cz/data/plemena_popisy/301-perro-de-presa-mallorquin.pdf
310,Peruánský naháč,Perro Sin Pelo del Perú,358,https://www.cmku.cz/cz/seznam-plemen-159/358,https://www.cmku.cz/data/plemena_popisy/358-peruansky-nahac.pdf
77,Phaléne,Phaléne - Epagneul Nain Continental,89,https://www.cmku.cz/cz/seznam-plemen-159/89,https://www.cmku.cz/data/plemena_popisy/89-phalene.pdf
108,Pikardský ohař dlouhosrstý,Epagneul Picard,126,https://www.cmku.cz/cz/seznam-plemen-159/126,https://www.cmku.cz/data/plemena_popisy/126-pikardsky-ohar-dlouhosrsty.pdf
176,Pikardský ovčák,Berger de Picardie,218,https://www.cmku.cz/cz/seznam-plemen-159/218,https://www.cmku.cz/data/plemena_popisy/218-pikardsky-ovcak.pdf
36,Plavý bretaňský basset,Basset Fauve de Bretagne,37,https://www.cmku.cz/cz/seznam-plemen-159/37,https://www.cmku.cz/data/plemena_popisy/37-plavy-bretansky-basset.pdf
66,Plavý bretaňský honič,Griffon Fauve de Bretagne,77,https://www.cmku.cz/cz/seznam-plemen-159/77,https://www.cmku.cz/data/plemena_popisy/77-plavy-bretansky-honic.pdf
940,Plott Hound,Plott Hound,451,https://www.cmku.cz/cz/seznam-plemen-159/451,https://www.cmku.cz/data/plemena_popisy/451-plott-hound.pdf
252,Podhalaňský ovčák,Polski Owczarek Podhalanski,304,https://www.cmku.cz/cz/seznam-plemen-159/304,https://www.cmku.cz/data/plemena_popisy/304-podhalansky-ovcak.pdf
1,Pointer,English Pointer,1,https://www.cmku.cz/cz/seznam-plemen-159/1,https://www.cmku.cz/data/plemena_popisy/1-pointer.pdf
24,Poitevin,Poitevin,28,https://www.cmku.cz/cz/seznam-plemen-159/28,https://www.cmku.cz/data/plemena_popisy/28-poitevin.pdf
333,Polský chrt,Chart Polski,381,https://www.cmku.cz/cz/seznam-plemen-159/381,https://www.cmku.cz/data/plemena_popisy/381-polsky-chrt.pdf
354,Polský honič,Gończy Polski,402,https://www.cmku.cz/cz/seznam-plemen-159/402,https://www.cmku.cz/data/plemena_popisy/402-polsky-honic.pdf
936,Polský lovecký španěl,Polish Hunting Spaniel,452,https://www.cmku.cz/cz/seznam-plemen-159/452,https://www.cmku.cz/data/plemena_popisy/452-polsky-lovecky-spanel.pdf
52,Polský ogar,Polski ogar,53,https://www.cmku.cz/cz/seznam-plemen-159/53,https://www.cmku.cz/data/plemena_popisy/53-polsky-ogar.pdf
251,Polský ovčák nížinný,Polski Owczarek Nizinny,303,https://www.cmku.cz/cz/seznam-plemen-159/303,https://www.cmku.cz/data/plemena_popisy/303-polsky-ovcak-nizinny.pdf
30,Porcelán,Porcelaine,31,https://www.cmku.cz/cz/seznam-plemen-159/31,https://www.cmku.cz/data/plemena_popisy/31-porcelan.pdf
187,Portugalský ohař,Perdiguero Portugués,236,https://www.cmku.cz/cz/seznam-plemen-159/236,https://www.cmku.cz/data/plemena_popisy/236-portugalsky-ohar.pdf
94,Portugalský podengo,Podengo Portugues,105,https://www.cmku.cz/cz/seznam-plemen-159/105,https://www.cmku.cz/data/plemena_popisy/105-portugalsky-podengo.pdf
37,Portugalský vodní pes,Cao de Aqua,38,https://www.cmku.cz/cz/seznam-plemen-159/38,https://www.cmku.cz/data/plemena_popisy/38-portugalsky-vodni-pes.pdf
154,Posávský honič,Posavski Gonič,177,https://www.cmku.cz/cz/seznam-plemen-159/177,https://www.cmku.cz/data/plemena_popisy/177-posavsky-honic.pdf
363,Pražský krysařík,Pražský krysařík,407,https://www.cmku.cz/cz/seznam-plemen-159/407,https://www.cmku.cz/data/plemena_popisy/407-prazsky-krysarik.pdf
346,Presa Canario,Presa Canario,394,https://www.cmku.cz/cz/seznam-plemen-159/394,https://www.cmku.cz/data/plemena_popisy/394-presa-canario.pdf
172,Pudl,Caniche,195,https://www.cmku.cz/cz/seznam-plemen-159/195,https://www.cmku.cz/data/plemena_popisy/195-pudl.pdf
216,Pudlpointr,Pudelpointer,263,https://www.cmku.cz/cz/seznam-plemen-159/263,https://www.cmku.cz/data/plemena_popisy/263-pudlpointr.pdf
55,Puli,Puli,56,https://www.cmku.cz/cz/seznam-plemen-159/56,https://www.cmku.cz/data/plemena_popisy/56-puli.pdf
56,Pumi,Pumi,57,https://www.cmku.cz/cz/seznam-plemen-159/57,https://www.cmku.cz/data/plemena_popisy/57-pumi.pdf
137,Pyrenejský horský pes,Chien de Montagne des Pyrénées,154,https://www.cmku.cz/cz/seznam-plemen-159/154,https://www.cmku.cz/data/plemena_popisy/154-pyrenejsky-horsky-pes.pdf
92,Pyrenejský mastin,Mastin de los Pirineos,103,https://www.cmku.cz/cz/seznam-plemen-159/103,https://www.cmku.cz/data/plemena_popisy/103-pyrenejsky-mastin.pdf
141,Pyrenejský ovčák s dl. srstí v obličeji,Berger des Pyrénées á poil long,158,https://www.cmku.cz/cz/seznam-plemen-159/158,https://www.cmku.cz/data/plemena_popisy/158-pyrenejsky-ovcak-s-dl-srsti-v-obliceji.pdf
138,Pyrenejský ovčák s kr.srstí v obličeji,Chien de Berger des Pyrénées á face rase,155,https://www.cmku.cz/cz/seznam-plemen-159/155,https://www.cmku.cz/data/plemena_popisy/155-pyrenejsky-ovcak-s-kr-srsti-v-obliceji.pdf
96,Rafeiro do Alentejo,Rafeiro do Alentejo,107,https://www.cmku.cz/cz/seznam-plemen-159/107,https://www.cmku.cz/data/plemena_popisy/107-rafeiro-do-alentejo.pdf
63,Rakouský krátkosrstý honič,Brandlbracke,74,https://www.cmku.cz/cz/seznam-plemen-159/74,https://www.cmku.cz/data/plemena_popisy/74-rakousky-kratkosrsty-honic.pdf
64,Rakouský krátkosrstý pinč,Oesterreichischer Kurzhaariger Pinscher,75,https://www.cmku.cz/cz/seznam-plemen-159/75,https://www.cmku.cz/data/plemena_popisy/75-rakousky-kratkosrsty-pinc.pdf
214,Řecký honič,Hellinikos Ichnilatis,261,https://www.cmku.cz/cz/seznam-plemen-159/261,https://www.cmku.cz/data/plemena_popisy/261-recky-honic.pdf
926,Redbone Coonhound,Redbone Coonhound,424,https://www.cmku.cz/cz/seznam-plemen-159/424,https://www.cmku.cz/data/plemena_popisy/424-redbone-coonhound.pdf
146,Rhodéský ridgeback,Rhodesian ridgeback,163,https://www.cmku.cz/cz/seznam-plemen-159/163,https://www.cmku.cz/data/plemena_popisy/163-rhodesky-ridgeback.pdf
147,Rotvajler,Rottweiler,164,https://www.cmku.cz/cz/seznam-plemen-159/164,https://www.cmku.cz/data/plemena_popisy/164-rotvajler.pdf
350,Rumunský karpatský ovčák,Ciobanesc Romanesc Carpatin,398,https://www.cmku.cz/cz/seznam-plemen-159/398,https://www.cmku.cz/data/plemena_popisy/398-rumunsky-karpatsky-ovcak.pdf
349,Rumunský mioritský ovčák,Ciobanesc Romanesc Mioritic,397,https://www.cmku.cz/cz/seznam-plemen-159/397,https://www.cmku.cz/data/plemena_popisy/397-rumunsky-mioritsky-ovcak.pdf
357,Rumunský ovčák - Bucovina,Ciobanesc Romanesc de Bucovina,426,https://www.cmku.cz/cz/seznam-plemen-159/426,https://www.cmku.cz/data/plemena_popisy/426-rumunsky-ovcak-bucovina.pdf
917,Ruská barevná bolonka,Russkaya cvetnaja bolonka,415,https://www.cmku.cz/cz/seznam-plemen-159/415,https://www.cmku.cz/data/plemena_popisy/415-ruska-barevna-bolonka.pdf
304,Ruskoevropská lajka,Laika Russko-Evropeiskaia,352,https://www.cmku.cz/cz/seznam-plemen-159/352,https://www.cmku.cz/data/plemena_popisy/352-ruskoevropska-lajka.pdf
327,Ruský černý terier,Russkiy Tchiorny Terrier,375,https://www.cmku.cz/cz/seznam-plemen-159/375,https://www.cmku.cz/data/plemena_popisy/375-rusky-cerny-terier.pdf
352,Ruský toy,Russkiy toy,400,https://www.cmku.cz/cz/seznam-plemen-159/400,https://www.cmku.cz/data/plemena_popisy/400-rusky-toy.pdf
311,Saarloosův vlčák,Saarloos Wolfhond,359,https://www.cmku.cz/cz/seznam-plemen-159/359,https://www.cmku.cz/data/plemena_popisy/359-saarloosuv-vlcak.pdf
115,Saint-Germainský ohař krátkosrstý,Braque Saint-Germain,132,https://www.cmku.cz/cz/seznam-plemen-159/132,https://www.cmku.cz/data/plemena_popisy/132-saint-germainsky-ohar-kratkosrsty.pdf
269,Saluki - Perský chrt,Saluki,319,https://www.cmku.cz/cz/seznam-plemen-159/319,https://www.cmku.cz/data/plemena_popisy/319-saluki-persky-chrt.pdf
212,Samojed,Samoyede,259,https://www.cmku.cz/cz/seznam-plemen-159/259,https://www.cmku.cz/data/plemena_popisy/259-samojed.pdf
131,Schillerův honič,Schillerstövare,148,https://www.cmku.cz/cz/seznam-plemen-159/148,https://www.cmku.cz/data/plemena_popisy/148-schilleruv-honic.pdf
74,Sealyham terier,Sealyham Terrier,84,https://www.cmku.cz/cz/seznam-plemen-159/84,https://www.cmku.cz/data/plemena_popisy/84-sealyham-terier.pdf
241,Sedmihradský honič,Erdélyi kopó,293,https://www.cmku.cz/cz/seznam-plemen-159/293,https://www.cmku.cz/data/plemena_popisy/293-sedmihradsky-honic.pdf
309,Shar-Pei,Shar Pei,357,https://www.cmku.cz/cz/seznam-plemen-159/357,https://www.cmku.cz/data/plemena_popisy/357-shar-pei.pdf
88,Sheltie,Shetland Sheepdog,99,https://www.cmku.cz/cz/seznam-plemen-159/99,https://www.cmku.cz/data/plemena_popisy/99-sheltie.pdf
257,Shiba,Shiba,308,https://www.cmku.cz/cz/seznam-plemen-159/308,https://www.cmku.cz/data/plemena_popisy/308-shiba.pdf
208,Shih-tzu,Shih Tzu,257,https://www.cmku.cz/cz/seznam-plemen-159/257,https://www.cmku.cz/data/plemena_popisy/257-shih-tzu.pdf
319,Shikoku,Shikoku,367,https://www.cmku.cz/cz/seznam-plemen-159/367,https://www.cmku.cz/data/plemena_popisy/367-shikoku.pdf
270,Sibiřský husky,Siberian Husky,320,https://www.cmku.cz/cz/seznam-plemen-159/320,https://www.cmku.cz/data/plemena_popisy/320-sibirsky-husky.pdf
199,Sicilský chrt,Cirneco dell Etna,248,https://www.cmku.cz/cz/seznam-plemen-159/248,https://www.cmku.cz/data/plemena_popisy/248-sicilsky-chrt.pdf
73,Skotský teriér,Scottish terrier,431,https://www.cmku.cz/cz/seznam-plemen-159/431,https://www.cmku.cz/data/plemena_popisy/431-skotsky-terier.pdf
75,Skye terier,Skye Terrier,85,https://www.cmku.cz/cz/seznam-plemen-159/85,https://www.cmku.cz/data/plemena_popisy/85-skye-terier.pdf
188,Sloughi,Sloughi,237,https://www.cmku.cz/cz/seznam-plemen-159/237,https://www.cmku.cz/data/plemena_popisy/237-sloughi.pdf
